"id","type_key","before_status","after_status","before_issue","before_result_count","after_result_count","cause","applied_fix"
"recovery>place_work_travel>mat>active_recovery>active_recovery","recovery","failWrongResults","okWithResults","Resultado fora do tipo esperado: Respiração diafragmática, Caminhada leve, Relaxamento deitado, Respiração nasal lenta, Arrefecimento pós-treino de força","9","9","foco de recuperacao demasiado largo","Matriz aplica regras por foco: respiracao, caminhada, mobilidade leve, alongamento leve e recuperacao ativa."
"recovery>place_clinic>bodyweight>easy_walk>easy_walk","recovery","failWrongResults","okWithResults","Resultado fora do tipo esperado: Respiração diafragmática, Caminhada leve, Relaxamento deitado, Respiração nasal lenta, Arrefecimento pós-treino de força","9","2","foco de recuperacao demasiado largo","Matriz aplica regras por foco: respiracao, caminhada, mobilidade leve, alongamento leve e recuperacao ativa."
"recovery>place_clinic>bodyweight>light_mobility>light_mobility","recovery","failWrongResults","okWithResults","Resultado fora do tipo esperado: Mobilidade torácica, Mobilidade de ombro, Mobilidade de anca, Círculos de ombro, Alongamento posterior do ombro","117","116","foco de recuperacao demasiado largo","Matriz aplica regras por foco: respiracao, caminhada, mobilidade leve, alongamento leve e recuperacao ativa."
"recovery>place_clinic>bodyweight>breathing>breathing","recovery","failWrongResults","okWithResults","Resultado fora do tipo esperado: Respiração diafragmática, Caminhada leve, Relaxamento deitado, Respiração nasal lenta, Respiração 90/90 com costelas baixas","7","6","foco de recuperacao demasiado largo","Matriz aplica regras por foco: respiracao, caminhada, mobilidade leve, alongamento leve e recuperacao ativa."
"recovery>place_clinic>bodyweight>active_recovery>active_recovery","recovery","failWrongResults","okWithResults","Resultado fora do tipo esperado: Respiração diafragmática, Caminhada leve, Relaxamento deitado, Respiração nasal lenta, Arrefecimento pós-treino de força","9","9","foco de recuperacao demasiado largo","Matriz aplica regras por foco: respiracao, caminhada, mobilidade leve, alongamento leve e recuperacao ativa."
"recovery>place_clinic>floor>easy_walk>easy_walk","recovery","failWrongResults","okWithResults","Resultado fora do tipo esperado: Respiração diafragmática, Caminhada leve, Relaxamento deitado, Respiração nasal lenta, Arrefecimento pós-treino de força","9","2","foco de recuperacao demasiado largo","Matriz aplica regras por foco: respiracao, caminhada, mobilidade leve, alongamento leve e recuperacao ativa."
"recovery>place_clinic>floor>light_mobility>light_mobility","recovery","failWrongResults","okWithResults","Resultado fora do tipo esperado: Mobilidade torácica, Mobilidade de ombro, Mobilidade de anca, Círculos de ombro, Alongamento posterior do ombro","117","116","foco de recuperacao demasiado largo","Matriz aplica regras por foco: respiracao, caminhada, mobilidade leve, alongamento leve e recuperacao ativa."
"recovery>place_clinic>floor>breathing>breathing","recovery","failWrongResults","okWithResults","Resultado fora do tipo esperado: Respiração diafragmática, Caminhada leve, Relaxamento deitado, Respiração nasal lenta, Respiração 90/90 com costelas baixas","7","6","foco de recuperacao demasiado largo","Matriz aplica regras por foco: respiracao, caminhada, mobilidade leve, alongamento leve e recuperacao ativa."
"recovery>place_clinic>floor>active_recovery>active_recovery","recovery","failWrongResults","okWithResults","Resultado fora do tipo esperado: Respiração diafragmática, Caminhada leve, Relaxamento deitado, Respiração nasal lenta, Arrefecimento pós-treino de força","9","9","foco de recuperacao demasiado largo","Matriz aplica regras por foco: respiracao, caminhada, mobilidade leve, alongamento leve e recuperacao ativa."
"recovery>place_clinic>wall>easy_walk>easy_walk","recovery","failWrongResults","okWithResults","Resultado fora do tipo esperado: Respiração diafragmática, Caminhada leve, Relaxamento deitado, Respiração nasal lenta, Arrefecimento pós-treino de força","9","2","foco de recuperacao demasiado largo","Matriz aplica regras por foco: respiracao, caminhada, mobilidade leve, alongamento leve e recuperacao ativa."
"recovery>place_clinic>wall>light_mobility>light_mobility","recovery","failWrongResults","okWithResults","Resultado fora do tipo esperado: Mobilidade torácica, Mobilidade de ombro, Mobilidade de anca, Círculos de ombro, Alongamento posterior do ombro","117","116","foco de recuperacao demasiado largo","Matriz aplica regras por foco: respiracao, caminhada, mobilidade leve, alongamento leve e recuperacao ativa."
"recovery>place_clinic>wall>breathing>breathing","recovery","failWrongResults","okWithResults","Resultado fora do tipo esperado: Respiração diafragmática, Caminhada leve, Relaxamento deitado, Respiração nasal lenta, Respiração 90/90 com costelas baixas","7","6","foco de recuperacao demasiado largo","Matriz aplica regras por foco: respiracao, caminhada, mobilidade leve, alongamento leve e recuperacao ativa."
"recovery>place_clinic>wall>active_recovery>active_recovery","recovery","failWrongResults","okWithResults","Resultado fora do tipo esperado: Respiração diafragmática, Caminhada leve, Relaxamento deitado, Respiração nasal lenta, Arrefecimento pós-treino de força","9","9","foco de recuperacao demasiado largo","Matriz aplica regras por foco: respiracao, caminhada, mobilidade leve, alongamento leve e recuperacao ativa."
"recovery>place_clinic>mat>easy_walk>easy_walk","recovery","failWrongResults","okWithResults","Resultado fora do tipo esperado: Respiração diafragmática, Caminhada leve, Relaxamento deitado, Respiração nasal lenta, Arrefecimento pós-treino de força","9","2","foco de recuperacao demasiado largo","Matriz aplica regras por foco: respiracao, caminhada, mobilidade leve, alongamento leve e recuperacao ativa."
"recovery>place_clinic>mat>light_mobility>light_mobility","recovery","failWrongResults","okWithResults","Resultado fora do tipo esperado: Mobilidade torácica, Mobilidade de ombro, Mobilidade de anca, Círculos de ombro, Alongamento posterior do ombro","117","116","foco de recuperacao demasiado largo","Matriz aplica regras por foco: respiracao, caminhada, mobilidade leve, alongamento leve e recuperacao ativa."
"recovery>place_clinic>mat>breathing>breathing","recovery","failWrongResults","okWithResults","Resultado fora do tipo esperado: Respiração diafragmática, Caminhada leve, Relaxamento deitado, Respiração nasal lenta, Respiração 90/90 com costelas baixas","7","6","foco de recuperacao demasiado largo","Matriz aplica regras por foco: respiracao, caminhada, mobilidade leve, alongamento leve e recuperacao ativa."
"recovery>place_clinic>mat>active_recovery>active_recovery","recovery","failWrongResults","okWithResults","Resultado fora do tipo esperado: Respiração diafragmática, Caminhada leve, Relaxamento deitado, Respiração nasal lenta, Arrefecimento pós-treino de força","9","9","foco de recuperacao demasiado largo","Matriz aplica regras por foco: respiracao, caminhada, mobilidade leve, alongamento leve e recuperacao ativa."
